id;uuid;first_name;last_name;gender;asma;rankId;rankName;specialtyId;specialtyName;mobileNumber;org;lattitude;longitude;absence1;absence2;absence3;absence4;absence5;absence6;absence7;absence8;absence9;absence10;absence11;absence12;absence13;absence14;absence15;absence16;absence17;absence18;absence19;absence20;absence21;absence22;absence23;absence24;absence25;absence26;absence27;absence28;absence29;absence30;absence31;dob;id_no;id_issue;id_expiration;passport;social_security;email;landline_no;street_address
67;e280bf9e-15db-4a39-8d22-284e4d537d59;Μαρία;Πολυδώρου;Άρρεν;6699;9;Ασμίας;3;ΜΗ;99542330;370;35,02881252;33,19755077;7;7;3;5;;6;10;8;;;5;7;2;;;10;10;0;;;0;4;;;;;;4;10;;4;12/11/1996;596154;26/4/15;4/3/25;75414;377591;gmccomb1u@twitpic.com;23658207;599 7th Place
68;aca34283-a12e-4a85-a45c-04d08f0ec8d9;Χαράλαμπος;Βανέζη;Άρρεν;7795;9;Ασμίας;4;ΜΑΕ;99128983;360;34,78208108;33,35562496;;3;4;8;;0;8;4;;;;6;8;1;0;3;1;6;;;6;7;;;;2;1;2;1;4;8;29/05/1973;472905;24/8/14;2/7/24;43686;158427;sjills1v@yellowpages.com;22697181;53 Di Loreto Court
69;946e4fc8-c700-46c0-8ac3-8c0d82ab70e6;Αθανάσιος;Δημοσθένους;Άρρεν;8156;7;Ανθ. Β';5;ΤΜΜ;99212036;370;34,79677599;32,9273512;;2;10;10;;9;8;7;6;6;;5;5;1;7;;;9;;;2;6;;;;7;8;1;5;4;0;16/01/1985;585742;3/4/11;9/2/21;78162;543368;gtumility1w@webmd.com;24372744;35 Toban Drive
70;d7c4bca1-b026-4d48-b5b0-40c7c1ffbdfa;Βρυώνης;Πολεμίτης;Άρρεν;8527;7;Ανθ. Β';7;ΤΟΠ;99966985;370;35,00598881;33,07342212;;7;3;9;;6;10;0;3;4;;9;4;2;2;9;2;6;;;5;8;;;;5;10;0;9;7;0;01/11/1981;432663;10/6/15;18/4/25;62281;243390;hvanderhoeven1x@hibu.com;26836380;02832 Judy Trail
71;f97a8280-d595-480c-b995-77368d186a4f;Ειρήνη;Πετρίδου;Θήλυ;8326;5;Ανθσγός;4;ΜΑΕ;99474355;350;34,99287662;33,31361734;4;1;7;8;;8;0;5;1;7;;3;4;9;3;7;2;7;;;5;7;;;;3;10;1;4;1;9;12/10/1973;707294;12/3/13;19/1/23;40882;866351;pantonio1y@ovh.net;22139698;40 Brown Street
72;b4fca382-3562-472c-b785-21f64cef6d35;Νεκτάριος;Κλόκκαρης;Άρρεν;8946;5;Ανθσγός;9;ΣΛ;99427279;360;34,99051321;33,10257093;6;2;;7;;3;3;6;5;8;;4;1;4;2;5;0;4;;;4;0;;;;6;7;10;6;5;1;17/12/1993;954804;12/10/16;21/8/26;83256;632219;cfaust1z@berkeley.edu;26565263;8101 Alpine Crossing
73;9e8d90b0-2880-44c9-8169-5ad12d1b5c3f;Λεωνίδας;Παπανδρέου;Άρρεν;8385;3;Σγός;11;ΤΕΑ;99952984;350;34,87047626;33,22525557;4;0;;3;;6;4;;8;4;;7;10;;7;10;8;7;;;2;0;;;;9;;4;7;0;4;10/08/1981;604103;10/10/18;18/8/28;52220;742383;edeminico20@dagondesign.com;25605008;642 New Castle Trail
74;e218d968-51dc-465d-8af0-a5afad3daaaf;Επαμεινώνδας;Χριστοδούλου;Άρρεν;1484;1;Ασμχος;11;ΤΕΑ;99374974;350;35,03014977;32,80069626;2;5;;0;;5;0;;8;10;8;3;10;;1;2;10;1;;;2;9;;;;4;1;9;8;3;2;17/05/1995;328987;12/5/11;20/3/21;37864;461490;vdeclerq21@google.com.hk;22345514;0 Annamark Circle
75;f7b24263-ea25-4eae-b2f9-82e6840cce20;Σεραφείμ;Αθανασίου;Άρρεν;4856;9;Ασμίας;6;ΤΤΗ;99221007;350;34,83842421;33,1017283;;5;;6;;5;9;;6;6;7;9;6;9;2;5;7;5;;;3;6;;;;2;7;9;9;4;10;20/10/1984;538736;9/12/17;18/10/27;80176;772449;ljolin22@dedecms.com;22625169;9 Sommers Point
76;75aa3f88-1ba1-408d-b45b-c6a15448c6d9;Ελευθέριος;Λαζάρου;Άρρεν;5002;7;Ανθ. Β';5;ΤΜΜ;99731514;370;34,97463257;32,71919277;;8;7;7;9;8;10;3;2;8;6;8;0;2;2;0;;;;;0;2;;;;7;1;9;3;6;5;17/11/1980;659035;13/6/13;22/4/23;37953;793106;nkingsworth23@angelfire.com;24941690;3649 Little Fleur Road
77;c7e8c489-2b60-41d0-a664-34e71ae8a424;Νεόφυτος;Γεωργίου;Άρρεν;6659;5;Ανθσγός;8;ΥΠΛ;99118272;350;35,06517121;33,12356377;9;7;0;0;5;6;2;5;6;9;7;10;4;5;2;0;7;;;;8;0;;;;4;7;6;9;2;8;22/02/1989;935171;12/7/18;20/5/28;40333;873039;lcawcutt24@blogger.com;25266810;0 Corry Pass
78;5fea0f41-75fd-4cc8-9d2b-9b7e40c2b563;Βασίλειος;Αλεξίου;Άρρεν;3849;8;Ανθ. Γ';5;ΤΜΜ;99216838;360;34,94038519;32,84164199;0;1;7;3;7;7;5;0;3;4;10;9;7;9;3;9;7;9;0;8;2;2;;;;5;5;8;1;1;2;28/10/1995;612954;2/1/16;10/11/25;15081;377828;epluvier25@sakura.ne.jp;25207114;45 Hallows Way
79;3252bbb6-7858-46f1-b944-f23fe035c32e;Σωτήρης;Λοϊζου;Άρρεν;9374;6;Ανθ. Α';10;ΕΑ;99278619;360;35,00597101;33,36019824;9;3;1;0;1;3;0;6;1;9;1;10;8;7;;10;3;5;2;1;6;9;;;;8;10;6;10;10;7;11/03/1982;327000;1/11/11;9/9/21;43062;167848;ybrockhurst26@illinois.edu;22993238;098 Summerview Terrace
80;c279da2c-2ccb-4e05-9fb1-83e2319d98b5;Γεώργιος;Ιακώβου;Άρρεν;8789;3;Σγός;4;ΜΑΕ;99182150;370;35,16431856;33,0288029;10;;2;;5;9;4;5;2;10;0;;6;8;7;1;2;10;4;10;5;4;;;;4;5;10;7;4;9;14/12/1974;825790;4/4/15;10/2/25;30272;861084;hdivers27@cyberchimps.com;22970543;68044 Pleasure Point
81;5b3fd1db-787e-422f-941b-b00e29635369;Βαρβάρα;Σταματίου;Θήλυ;1362;5;Ανθσγός;1;Ι;99911433;360;35,19208995;33,34448809;4;;10;;7;4;4;9;6;10;;;4;10;0;;3;9;9;4;0;4;;;;;;;;5;10;12/04/1988;209814;26/5/12;4/4/22;23084;494625;cnaisbit28@yelp.com;22342742;0 Blue Bill Park Drive
82;32afa8e3-22f3-4248-adcf-484c5ccc1d37;Επαμεινώνδας;Ιακωβίδης;Άρρεν;4633;9;Ασμίας;1;Ι;99665141;360;34,99170863;33,15273555;8;;5;;5;7;;6;9;2;;;7;0;5;8;8;6;3;8;5;2;;;;;;;;2;4;11/10/1994;259686;14/3/15;20/1/25;96817;450154;csliman29@ameblo.jp;23316727;289 Mallard Street
83;6808be3d-5c13-4293-90ea-f0de4d7c60ca;Σταμάτης;Αλεξίου;Άρρεν;3216;8;Ανθ. Γ';3;ΜΗ;99985856;350;34,89122573;32,75329133;4;;8;;1;2;;0;7;0;;;5;4;8;7;3;5;6;6;1;5;;;;0;1;4;;4;8;14/10/1989;672025;27/7/15;4/6/25;24252;148475;bwaldie2a@unblog.fr;26953897;0 Claremont Junction
84;3326ff95-6738-4584-997c-fb14d7440da3;Χρίστος;Τζιωνής;Άρρεν;5691;1;Ασμχος;2;ΜΑ;99466026;370;35,1653114;32,94079975;3;;7;9;0;3;0;0;2;3;7;3;10;1;10;4;8;9;;;0;2;;;;6;3;6;4;4;10;20/08/1994;226332;14/8/14;22/6/24;30966;695654;ppaike2b@time.com;25557230;53253 Farmco Junction
85;66187d65-1330-48a0-911a-18bfbc8e0251;Μάριος;Πετρίδης;Άρρεν;5144;6;Ανθ. Α';8;ΥΠΛ;99358186;370;34,81110451;33,21856747;7;;6;1;2;6;5;9;5;2;0;5;4;8;;2;2;8;;;7;2;;;;3;7;5;7;9;1;24/08/1980;173935;24/4/17;3/3/27;65157;776730;rjerzak2c@elegantthemes.com;24305827;08 Hovde Trail
86;90604cd6-0c36-42ba-a13f-72cf290ed01b;Μαρία;Χαραλάμπους;Θήλυ;4115;1;Ασμχος;12;ΤΜΣ;99845233;350;34,94176701;33,28703458;8;2;1;2;6;0;5;5;10;1;9;4;5;7;0;;7;1;;;;;;;;8;;;7;10;8;15/05/1984;442255;17/10/19;25/8/29;48787;108510;nhincks2d@yellowbook.com;23645938;706 Holmberg Point
87;3eedee22-777f-4fe3-b326-d55dc3f19b80;Βασιλική;Γαβριήλ;Θήλυ;4769;10;Εσμίας;6;ΤΤΗ;99137185;360;35,11933406;33,13400239;3;7;2;9;9;;9;8;9;1;3;10;8;9;7;;9;8;3;10;7;9;;;;5;4;0;5;8;10;21/03/1982;628240;14/10/11;22/8/21;93297;805980;fkasbye2e@slashdot.org;26175884;1 Morrow Pass
88;c433de33-3c0e-4581-be9f-dda9a49d3a47;Κωνσταντίνος;Λοϊζου;Άρρεν;5740;6;Ανθ. Α';7;ΤΟΠ;99249735;360;34,99335834;32,97279932;6;0;0;6;3;8;0;0;8;4;10;8;7;7;2;9;8;3;3;3;0;3;;;;1;2;2;;2;6;14/12/1988;635011;27/10/15;4/9/25;79983;304547;prubanenko2f@over-blog.com;24693951;920 Prairieview Place
89;0d7bd447-1e19-4afd-9842-75fa648a7372;Σεραφείμ;Χατζηνικολάου;Άρρεν;6286;1;Ασμχος;5;ΤΜΜ;99312078;370;34,83274604;32,87176146;7;10;6;5;4;1;6;6;0;4;3;0;2;3;;2;6;3;10;8;0;6;;;;4;3;;6;7;4;16/05/1991;410511;14/9/12;24/7/22;98568;343481;kdasent2g@digg.com;23444398;26 Gulseth Point
90;cbc42b20-c946-4f18-8ffa-dbdb1528d251;Εμμανουήλ;Καλλινίκου;Άρρεν;9125;9;Ασμίας;10;ΕΑ;99381495;350;34,79349575;33,29801811;10;0;8;4;;4;3;;2;;6;7;0;7;2;1;6;3;10;4;5;10;;;;;0;;2;4;9;16/04/1985;247804;6/4/11;12/2/21;12238;810772;nwhewell2h@dagondesign.com;26300766;089 Nobel Court
91;dd917aef-274e-4fcf-bab5-bff8d99750da;Γαβριήλ;Τζιωνής;Άρρεν;3291;3;Σγός;11;ΤΕΑ;99230745;370;34,90750148;33,32703873;3;4;6;6;;3;2;;10;4;6;2;3;5;0;10;10;5;3;2;8;9;;;;7;9;1;2;8;4;20/01/1999;813361;16/9/15;25/7/25;40681;381675;ccross2i@indiatimes.com;26147427;12 Dryden Pass
92;d37b39de-fe0c-430a-aada-54003756b15d;Δημοσθένης;Χριστοδούλου;Άρρεν;7471;10;Εσμίας;5;ΤΜΜ;99742468;350;35,03257985;32,73627959;8;10;9;2;;4;1;;0;10;4;;;10;;3;;;3;10;10;9;;;;6;;9;;3;1;14/06/1989;186735;3/2/16;12/12/25;64504;523627;lbortoluzzi2j@wisc.edu;24222286;3389 Graedel Alley
93;858da715-d842-49ce-9fd4-ffe37596cff3;Προκόπιος;Σταματίου;Άρρεν;7440;2;Επγός;7;ΤΟΠ;99890978;370;35,04262668;32,79149747;;5;2;5;9;5;2;1;1;2;0;;;1;8;7;;;3;2;3;0;;;;6;8;5;0;2;0;14/04/1986;174004;19/9/17;29/7/27;38104;899082;ahannent2k@howstuffworks.com;26875544;961 Northland Lane
94;2a0b8f5b-3cf3-473c-8583-2522b3c32afe;Ορέστης;Βανέζη;Άρρεν;7976;5;Ανθσγός;7;ΤΟΠ;99522245;350;35,07239276;32,81682253;8;2;6;9;8;10;10;3;8;0;4;;;9;0;10;;;8;;;;;;;3;7;4;3;;1;25/09/1997;641853;22/10/11;30/8/21;29111;970493;avail2l@mtv.com;22562852;2 Valley Edge Park
95;2c5658e0-9e48-47a6-8a0a-6191b39e5f41;Ζήνωνας;Παφίτης;Άρρεν;2496;7;Ανθ. Β';11;ΤΕΑ;99175611;350;35,12495685;33,2878307;6;9;2;;7;1;3;0;9;9;1;6;2;8;4;5;4;1;0;;;;1;6;1;6;7;0;;10;3;22/10/1999;822593;21/6/13;30/4/23;96942;130835;cknightsbridge2m@prweb.com;22226804;122 Amoth Place
96;716a8df1-9edb-4b82-9c56-5e76d3264d87;Βαλεντίνος;Σταματίου;Άρρεν;8258;7;Ανθ. Β';10;ΕΑ;99729910;360;34,75285495;33,08696681;0;6;10;0;4;4;1;4;5;1;1;;8;8;;9;6;0;2;0;0;0;4;0;1;10;8;;0;5;3;07/11/1974;652520;5/5/10;13/3/20;81390;237583;bhutley2n@aol.com;25956675;61 Sachtjen Lane
97;66143cf1-2444-4344-945d-4cc5aa28cb5a;Ονούφριος;Παπανεοφύτου;Άρρεν;2990;4;Υπσγός;7;ΤΟΠ;99399394;370;34,74672237;33,1375102;10;1;10;2;1;5;1;9;;;0;6;8;4;0;6;1;3;6;0;2;0;7;6;6;6;6;3;7;;8;11/04/1982;679058;3/2/10;13/12/19;81829;111889;dlangfitt2o@aboutads.info;26973457;97671 Texas Avenue
98;d3f98af5-c2f8-44a2-a864-a253423974b8;Σωτήρης;Παπαναστασίου;Άρρεν;5229;7;Ανθ. Β';3;ΜΗ;99880216;350;34,82630548;32,72826427;6;9;6;4;5;10;6;10;5;9;8;5;6;8;7;;6;2;7;1;0;5;8;4;5;2;;5;;6;4;14/09/1990;275257;26/11/12;5/10/22;49988;936797;lmatyushonok2p@virginia.edu;24876630;7070 Mayer Way
99;4972162c-1313-458d-9d59-59b8970c299f;Παύλος;Παυλόπουλος;Άρρεν;3294;1;Ασμχος;7;ΤΟΠ;99679505;360;35,128475;33,28648591;3;10;1;;0;9;2;8;;7;9;7;5;3;;8;3;7;9;7;;;1;;8;2;6;1;1;2;2;28/04/1998;251434;25/7/11;2/6/21;88583;930604;ldeble2q@unicef.org;26257980;770 Anthes Street
100;1dcf2d35-dabb-4df2-97b6-9cfb0ec5f3f3;Κωνσταντίνος;Μαυρίδης;Άρρεν;7465;6;Ανθ. Α';6;ΤΤΗ;99456648;360;34,79816714;32,70431193;7;7;;7;8;4;6;6;6;10;8;;1;0;2;1;10;3;6;;3;6;9;3;8;;9;;6;;3;20/02/1997;124416;12/8/17;21/6/27;57837;599701;lgaskins2r@moonfruit.com;25862500;911 Doe Crossing Place
101;711f93fe-b878-43a4-be38-631b73321ba8;Σεραφείμ;Θεοδούλου;Άρρεν;1665;8;Ανθ. Γ';4;ΜΑΕ;99481469;370;34,96403179;33,30518051;0;2;;3;7;6;1;8;9;6;2;7;8;2;5;;3;10;3;3;0;3;;;2;6;7;9;10;2;6;15/10/1993;346164;2/11/17;11/9/27;15128;611035;jcoldridge2s@a8.net;22425936;022 Talmadge Court
102;05ccc344-fbb8-4460-ad69-08d60c8507ab;Παυλίνα;Θεοδούλου;Θήλυ;6058;10;Εσμίας;4;ΜΑΕ;99323503;360;35,10097052;32,90815855;2;9;;9;9;;7;8;3;2;7;;10;4;9;4;9;1;1;7;;;0;0;;3;0;0;;3;7;15/02/1988;496777;22/6/17;1/5/27;60617;733226;adowry2t@wufoo.com;23780645;57 Sage Parkway
103;1b1ef4ab-3116-421a-8ea7-0bad3661cbfe;Ζήνωνας;Κυριάκου;Άρρεν;5264;2;Επγός;6;ΤΤΗ;99982855;370;34,75419395;33,1421163;0;0;;;7;;5;3;10;0;;4;4;6;;5;1;9;3;8;1;7;0;;1;7;1;8;3;10;1;07/09/1989;491196;8/10/16;17/8/26;18249;759413;ccastellucci2u@microsoft.com;25168780;4354 Rusk Drive
104;697d15f3-9da7-42a4-8b8d-f43b251eb16f;Χριστόδουλος;Ιακώβου;Άρρεν;4390;6;Ανθ. Α';7;ΤΟΠ;99267377;370;34,9683239;33,45018946;;8;;5;3;;9;7;0;0;3;1;8;;0;;5;6;;4;9;0;3;9;0;9;3;2;0;;1;15/05/1984;278846;2/1/18;11/11/27;71439;316936;jlinney2v@woothemes.com;24437616;28212 Lerdahl Point
105;355d8042-2142-49c6-9f3c-39ab5e917aa0;Χρίστος;Νεοφύτου;Άρρεν;6858;10;Εσμίας;7;ΤΟΠ;99710262;350;34,68232273;33,18157254;1;10;;9;;;2;;8;7;4;10;;1;1;;;;;1;5;9;9;10;0;9;3;3;8;1;2;09/02/1999;573467;10/12/10;18/10/20;62677;950411;fgladdifh2w@latimes.com;25574412;1 Lerdahl Parkway
106;b3751d7b-68ce-4fe1-99b1-5ffd145706d0;Λοϊζος;Παντελίδης;Άρρεν;2019;1;Ασμχος;6;ΤΤΗ;99402871;370;34,80349554;33,37806715;0;4;;5;1;2;9;4;5;4;6;5;1;1;4;;;9;7;;;10;;6;3;5;9;8;2;6;0;30/07/1993;321633;6/1/11;14/11/20;65307;903909;blimpkin2x@guardian.co.uk;23295286;7 American Lane
107;01ae8ee7-f20e-4a56-90b9-9c82cf636c6b;Ζήνωνας;Θεοδούλου;Άρρεν;3655;7;Ανθ. Β';5;ΤΜΜ;99166813;360;34,89143115;32,81723052;10;1;;5;;3;4;2;;4;;6;3;3;0;;;7;2;;;7;7;9;0;3;;;1;3;8;24/10/1998;544618;10/3/11;16/1/21;92391;502170;zsturch2y@tripadvisor.com;25700486;05562 Bartillon Parkway
108;bd19049c-2a27-4b0b-9130-f4dba378df95;Κυριακή;Μυριάνθους;Θήλυ;1018;3;Σγός;8;ΥΠΛ;99675850;350;35,03337674;32,87560135;0;2;;9;6;8;10;9;7;6;;2;1;3;;;6;1;9;;;10;4;;9;3;;;;1;7;20/11/1990;883860;19/11/15;27/9/25;45319;845533;wwalding2z@digg.com;24775474;89542 Pennsylvania Court
109;1de0b990-9286-417b-b485-3427c13b54a9;Νεκτάριος;Παντελίδης;Άρρεν;6198;1;Ασμχος;4;ΜΑΕ;99599195;370;34,895695;33,13032152;3;4;;8;;1;7;8;3;4;7;5;3;2;7;0;10;6;;;;1;3;9;1;1;;;;8;8;10/12/1985;229751;6/2/19;15/12/28;24217;317167;fmontgomery30@gnu.org;22661684;679 Granby Drive
110;965a4307-8b5d-4ab2-ac18-32c73927849f;Ευάγγελος;Πολεμίτης;Άρρεν;8559;3;Σγός;6;ΤΤΗ;99166333;350;34,68577389;33,04548671;3;3;;5;7;3;0;9;6;8;7;;3;4;0;4;;;0;;;;;8;6;9;;;;5;8;30/11/1974;734766;25/10/13;3/9/23;84664;672594;edoogan31@devhub.com;25733228;2 Doe Crossing Crossing
111;65c03158-a3c2-46cd-a6d1-cd9791531249;Νεόφυτος;Χρυσοστόμου;Άρρεν;2785;7;Ανθ. Β';11;ΤΕΑ;99157303;370;34,68441505;33,40732794;5;10;;5;3;10;1;7;0;0;6;2;0;0;4;9;6;6;;;;1;7;0;8;1;8;9;0;9;10;05/04/1991;683427;14/12/15;22/10/25;23914;649961;wravilious32@mac.com;23109501;7568 Ridgeview Hill
112;2cbb48e9-e575-4f33-ae99-1fa504647158;Γαβριήλ;Νικολάου;Άρρεν;7066;1;Ασμχος;8;ΥΠΛ;99459601;350;35,07288758;33,15695559;;1;3;4;2;;8;;;;3;1;0;0;1;;3;8;1;6;8;10;7;;1;3;3;10;0;7;9;04/03/1974;309505;14/10/11;22/8/21;43459;183403;ggush33@state.gov;25667864;96933 Mosinee Street
113;f32036fa-9da4-49ae-92cb-3419ce573f54;Βρυώνης;Παπαδημητρίου;Άρρεν;8888;3;Σγός;3;ΜΗ;99468297;360;34,8981031;32,72994133;8;6;8;7;;5;7;4;5;2;;8;1;0;1;1;9;0;4;6;0;5;8;;8;4;2;5;7;1;2;21/01/1979;414217;6/9/11;15/7/21;21606;908903;jdempsey34@hibu.com;23975998;54 Cottonwood Terrace
114;730b1cfd-6150-483d-b19e-ccf98f7cfa57;Αθανάσιος;Αβερκίου;Άρρεν;3958;2;Επγός;2;ΜΑ;99993015;360;34,96496918;32,92203424;9;1;4;7;8;0;1;3;9;;9;10;8;2;3;7;;;1;5;2;;4;6;9;3;;;3;1;4;16/05/1998;468176;7/12/16;16/10/26;77718;987560;kmccray35@army.mil;25199681;0286 American Court
115;022b6efc-8e7f-442a-b39b-93f4847e7207;Γαβριήλ;Ιακώβου;Άρρεν;4866;9;Ασμίας;11;ΤΕΑ;99720258;370;34,98201429;33,07500111;0;3;5;3;1;4;1;;5;1;10;9;;4;1;9;;8;;10;2;8;2;5;5;4;3;5;5;5;7;27/05/1976;998498;30/11/13;9/10/23;60655;720535;sfleg36@youku.com;25990909;6 Steensland Street
116;4def1c70-5729-409c-b258-7cf165969948;Νεκταρία;Παύλου;Θήλυ;8105;6;Ανθ. Α';4;ΜΑΕ;99855698;370;34,93306834;33,14707439;10;5;1;0;5;6;;6;1;;5;;5;7;;7;10;3;1;;5;4;9;5;7;9;9;3;3;2;4;02/04/1996;466867;16/11/13;25/9/23;59952;919291;dlaviste37@yandex.ru;24215508;9 Sunbrook Lane
117;648c3165-5ac8-4b0e-9b73-a84302992d53;Ιωάννης;Κλόκκαρης;Άρρεν;8386;9;Ασμίας;3;ΜΗ;99668474;370;34,72516205;33,15542633;0;;;;0;;4;7;9;3;6;8;8;2;6;;4;;1;1;9;;;2;9;6;5;2;4;7;0;12/02/1995;677781;23/4/13;2/3/23;43099;547248;gworsfield38@nifty.com;23950397;3 Manley Court
118;c4f8bf58-049d-4282-b2d7-1548bc692f20;Προκόπιος;Παπαγεωργίου;Άρρεν;5186;8;Ανθ. Γ';4;ΜΑΕ;99679192;350;35,148163;33,02098751;;4;8;8;1;8;3;3;8;1;10;3;7;4;;;4;3;;0;0;1;3;;;;4;6;;3;1;05/08/1993;794532;30/8/10;8/7/20;46200;994757;nbucher39@squidoo.com;23481930;74572 Miller Way
119;f5cd0aab-0b24-4d87-b5bf-54ea73386e97;Γεωργία;Ευριπίδου;Θήλυ;3721;10;Εσμίας;12;ΤΜΣ;99616220;370;34,9974589;33,17090856;;9;1;1;8;10;8;1;4;7;6;0;5;9;;;;2;6;1;;7;0;;;;4;;9;1;8;04/04/1998;661992;19/1/15;27/11/24;63833;113797;swestoll3a@illinois.edu;26896616;30 Arrowood Center
120;475195c9-31cc-420e-9069-94fbfb1e4c67;Χαραλαμπία;Χατζηνικολάου;Θήλυ;3074;9;Ασμίας;8;ΥΠΛ;99302507;360;34,99907405;32,76375066;7;9;7;9;6;10;;;3;;;;1;6;;;;0;1;10;1;9;1;;;;2;8;5;1;8;07/11/1990;171215;31/12/15;8/11/25;93928;774896;lmorrott3b@flavors.me;23291385;9 American Parkway
121;24a8301d-22d8-48ec-9f51-4dc398423f4a;Άγγελος;Χρυσοστόμου;Άρρεν;2422;9;Ασμίας;8;ΥΠΛ;99984777;370;34,82508778;32,98822097;4;6;0;6;9;8;5;0;2;5;2;10;7;6;;;4;;6;;7;8;0;;;;8;5;4;1;5;09/12/1976;931565;24/2/16;2/1/26;56777;278101;dcarnelley3c@businessweek.com;22383492;499 Gulseth Junction
122;13754fb6-ad5f-4b47-97d1-c954eec9126d;Βασίλειος;Ευρυπίδου;Άρρεν;1889;8;Ανθ. Γ';12;ΤΜΣ;99116776;350;34,88844812;33,30445044;1;;5;10;4;2;;;8;8;5;0;6;;;;2;;2;3;1;2;9;;;;4;8;10;5;8;27/11/1972;895176;10/11/11;18/9/21;53043;160423;lluce3d@xing.com;24527392;77 Debra Place
123;af298111-5e71-423b-87f9-2867a61e6f9c;Ορέστης;Χρυσοστόμου;Άρρεν;9884;9;Ασμίας;9;ΣΛ;99580321;370;34,79770011;33,06176689;1;8;0;0;5;2;2;;8;6;1;2;1;9;3;2;6;5;1;7;8;;;1;9;6;4;0;4;;4;05/03/1980;321557;26/11/18;4/10/28;53537;229547;flilley3e@cam.ac.uk;23996092;6030 Dexter Alley
124;98ccdfcc-3e7f-41ef-9b05-495c55c49b94;Γεωργία;Νεοφύτου;Θήλυ;2940;10;Εσμίας;8;ΥΠΛ;99716781;350;35,00988396;33,06855731;10;4;4;8;5;8;3;4;5;;;;4;5;;4;9;1;;6;;6;5;8;10;4;;1;9;5;10;21/11/1972;408059;3/1/19;11/11/28;47027;839378;aodonohue3f@ebay.co.uk;22777785;71 Prairie Rose Plaza
125;866e982c-c8a7-46bb-bdb0-bb67deed6de5;Βασιλική;Πολεμίτη;Θήλυ;1320;6;Ανθ. Α';7;ΤΟΠ;99461612;360;35,03286707;33,36219632;2;3;9;3;5;9;6;1;5;9;;4;5;5;8;7;4;2;7;0;6;6;3;0;1;9;10;9;10;5;10;03/12/1994;252405;14/8/11;22/6/21;56331;148792;fkemball3g@wikimedia.org;24151323;96724 Dahle Trail
126;67aac72d-9bc0-4265-b916-ba5a02eba19a;Βασιλική;Αλεξίου;Άρρεν;6292;2;Επγός;8;ΥΠΛ;99913131;360;35,07668462;32,97392393;10;2;6;9;;3;3;1;5;10;4;8;2;7;2;5;;10;8;9;9;;3;;;2;2;2;;6;0;16/01/1971;433731;6/5/16;15/3/26;38963;104479;rgrisard3h@youtu.be;24873189;240 Forest Run Place
127;b0f219ab-4abe-4043-a506-6213de173fd1;Λοϊζος;Δημητρίου;Άρρεν;3580;4;Υπσγός;10;ΕΑ;99537249;350;35,04485631;33,24703627;10;4;3;;2;;10;;10;5;;9;;5;;4;2;3;5;10;9;4;9;2;9;3;9;;3;1;4;27/01/1972;324130;24/3/18;31/1/28;42676;199967;jblight3i@cpanel.net;24142773;130 Vermont Center
128;8537ecea-b05f-410e-b96e-f0fa0b0b677f;Θεοχάρης;Χρυσοστόμου;Άρρεν;6794;4;Υπσγός;10;ΕΑ;99977040;360;35,20273483;33,37217394;5;10;6;;3;;2;4;3;9;1;7;3;0;0;;4;10;2;8;1;;1;6;0;;;6;10;0;10;30/03/1989;476101;13/11/18;21/9/28;53888;634910;lshah3j@newyorker.com;22529913;2204 Everett Place
129;25606797-3149-43af-b77e-bc844cc00671;Ευάγγελος;Προκοπίου;Άρρεν;4506;10;Εσμίας;12;ΤΜΣ;99282313;350;34,73028455;33,14022573;9;;7;9;0;0;5;;10;;0;10;6;2;0;3;;5;8;0;7;8;1;;5;9;8;6;10;3;8;25/04/1986;427441;11/7/19;19/5/29;29520;178428;ccollinge3k@google.com;23807134;6889 Golf View Place
130;52054c94-9fa8-46ae-a63d-43753ef968ed;Προκόπιος;Πέτρου;Άρρεν;6328;2;Επγός;12;ΤΜΣ;99419782;360;35,1538567;32,98763579;4;;1;;1;0;;4;1;8;9;0;8;;;7;;4;;;4;8;7;6;5;5;5;5;;;7;21/12/1980;853263;14/3/12;21/1/22;20756;159117;vmaffey3l@devhub.com;26785983;56 Lyons Terrace
131;ba56da59-5816-4ae1-9d7f-25e76b6da7fa;Κωνσταντίνα;Παπακωνσταντίνου;Θήλυ;5136;8;Ανθ. Γ';2;ΜΑ;99390182;370;35,1242371;33,12944586;7;0;3;10;2;4;2;1;5;0;;9;6;2;9;0;0;;8;10;3;7;5;10;6;5;7;0;;;3;18/01/1983;659217;16/1/12;24/11/21;31734;353382;tgionettitti3m@cdc.gov;23713973;2964 Superior Street
132;7a36949f-a98c-483b-b287-fc8ed2f07889;Λοϊζος;Καμέρης;Άρρεν;3368;9;Ασμίας;9;ΣΛ;99316234;370;35,04481832;33,18270539;7;2;9;3;;;1;2;8;0;2;;;5;;4;7;2;3;5;3;;9;1;4;5;0;8;;;5;25/07/1994;214942;28/4/11;6/3/21;50845;833445;eheap3n@exblog.jp;25630075;7006 Vahlen Terrace
133;e8439092-5979-4250-a377-aca2f0594306;Σταμάτης;Παφίτης;Άρρεν;7411;1;Ασμχος;10;ΕΑ;99757452;350;34,8583299;33,27695359;10;5;4;;;7;3;;6;;10;1;1;5;0;6;;;2;;10;7;0;4;3;;;9;;;4;27/05/1973;668677;11/5/14;19/3/24;77958;714212;rbamlet3o@gravatar.com;22792352;4919 Lyons Park
